,Number,Date,UID,Desc,Group,Cat,text_prep,text_stem,text_sw,text_lemm
3747,1112699,02.06.2021 17:50,43879766-f965-4e08-8e71-01cb943dde5b,"Не вывозится пластиковый мусор от контейнеров ООО ""Контракт плюс""",Благоустройство,Общие вопросы,не вывозится пластиковый мусор от контейнеров ооо контракт плюс ,вывоз пластиков мусор контейнер оо контракт плюс,вывозится пластиковый мусор контейнеров ооо контракт плюс,"вывозиться пластиковый мусор контейнер ооо контракт плюс 
"
3748,1112700,02.06.2021 17:56,65e932a1-3caa-4ec6-a457-07c0595f82e9,"ГВС низкой температуры    УК ""Центральная""",Благоустройство,Общие вопросы,гвс низкой температуры ук центральная ,гвс низк температур ук центральн,гвс низкой температуры ук центральная,"гвс низкий температура ук центральный 
"
3749,1112701,02.06.2021 18:12,51934340-3463-497b-91d3-359e6370a9f2,"Искрит эл. счетчик 1 под 9 эт. УК ""Жилстройсервис""",Благоустройство,Общие вопросы,искрит эл счетчик под эт ук жилстройсервис ,искр эл счетчик эт ук жилстройсервис,искрит эл счетчик эт ук жилстройсервис,"искрить эл счетчик эта ук жилстройсервис 
"
3750,1112702,02.06.2021 18:32,b388aefd-f4aa-4d8e-b813-f30c7589846d,Отсутствует ХВС.,Благоустройство,Общие вопросы,отсутствует хвс ,отсутств хвс,отсутствует хвс,"отсутствовать хвс 
"
3751,1112703,02.06.2021 20:45,6fd42cdc-8fdf-41ed-b148-1d3140a5e20b,Нет ХВС в доме,Благоустройство,Общие вопросы,нет хвс в доме,хвс дом,хвс доме,"хвс дом 
"
3752,1112704,02.06.2021 22:23,0966b366-db57-4874-bc81-09b2d46eebc4,Не работает уличное освещение по всей улице Автозаводской,Благоустройство,Общие вопросы,не работает уличное освещение по всей улице автозаводской,работа уличн освещен все улиц автозаводск,работает уличное освещение всей улице автозаводской,"работать уличный освещение весь улица автозаводской 
"
3753,1112705,03.06.2021 6:48,84b5892d-16e0-416e-aa3a-9656460e6ac1,"Требуется направить представителей УльГЭС на Хрустальная, 52Б",Благоустройство,Общие вопросы,требуется направить представителей ульгэс на хрустальная б,треб направ представител ульгэс хрустальн б,требуется направить представителей ульгэс хрустальная б,"требоваться направлять представитель ульгэс хрустальный б 
"
3754,1112709,2021-06-03 09:21:31.051,018b732e-a7db-4ee1-9729-60079a79431e,Низкие температурные параметры ГВС,Благоустройство,Общие вопросы,низкие температурные параметры гвс,низк температурн параметр гвс,низкие температурные параметры гвс,"низкий температурный параметр гвс 
"
3755,1112710,03.06.2021 9:22,8d1241fb-741e-45a4-8ad3-bcc46d8d2f79,"требуется обрезка веток, бьют в окно",Благоустройство,Общие вопросы,требуется обрезка веток бьют в окно,треб обрезк веток бьют окн,требуется обрезка веток бьют окно,"требоваться обрезок ветка бить окно 
"
3756,1112711,03.06.2021 9:49,9f6065ac-f5c7-4f59-911e-a4e03f13926f,упала ветка на провода уличного освещения,Благоустройство,Общие вопросы,упала ветка на провода уличного освещения,упа ветк провод уличн освещен,упала ветка провода уличного освещения,"упасть ветка провод уличный освещение 
"
3757,1112712,03.06.2021 9:54,c0632c56-f21d-420f-868f-999dac7a4b29,требуется убрать упавшие ветки,Благоустройство,Общие вопросы,требуется убрать упавшие ветки,треб убра упа ветк,требуется убрать упавшие ветки,"требоваться убирать упасть ветка 
"
3758,1112713,03.06.2021 10:11,89163d71-c455-4057-9cac-42fc64ee9619,Отсутствует ГВС,Благоустройство,Общие вопросы,отсутствует гвс,отсутств гвс,отсутствует гвс,"отсутствовать гвс 
"
3759,1112714,03.06.2021 10:18,230a5f0d-7d17-4815-9e42-2442b27a04b3,обрыв провода уличного освещения,Благоустройство,Общие вопросы,обрыв провода уличного освещения,обр провод уличн освещен,обрыв провода уличного освещения,"обрыв провод уличный освещение 
"
3760,1112716,2021-06-03 10:57:48.050,478cf644-2052-481b-80e1-6c63b6e0d6af,Отсутствует уличное освещение на придомовой территории,Благоустройство,Общие вопросы,отсутствует уличное освещение на придомовой территории,отсутств уличн освещен придомов территор,отсутствует уличное освещение придомовой территории,"отсутствовать уличный освещение придомовый территория 
"
3761,1112717,03.06.2021 11:22,4ac716ec-b123-40ce-af9f-8ba14fb098e2,Убрать строительный мусор  у подъезда,Благоустройство,Общие вопросы,убрать строительный мусор у подъезда,убра строительн мусор подъезд,убрать строительный мусор подъезда,"убирать строительный мусор подъезд 
"
3762,1112722,03.06.2021 15:29,885e2602-2ac1-48bc-8dc0-18df54fc52aa,Отсутствует ХВС,Благоустройство,Общие вопросы,отсутствует хвс,отсутств хвс,отсутствует хвс,"отсутствовать хвс 
"
3763,1112726,04.06.2021 10:56,e4868356-a1c2-4687-afbd-3f005ccf0e27,низкие параметры,Благоустройство,Общие вопросы,низкие параметры,низк параметр,низкие параметры,"низкий параметр 
"
3764,1112843,21.06.2021 13:23,2562ef55-45f0-424e-9886-160b0aa777cd,Здравствуйте. У нас на пятом этаже производились работы в начале прошлой недели по замене ламп. Соответственно весь пол в штукатурке. Полы у нас не моют.,Благоустройство,Общие вопросы,здравствуйте у нас на пятом этаже производились работы в начале прошлой недели по замене ламп соответственно весь пол в штукатурке полы у нас не моют ,здравств пят этаж производ работ начал прошл недел замен ламп соответствен ве пол штукатурк пол моют,здравствуйте пятом этаже производились работы начале прошлой недели замене ламп соответственно весь пол штукатурке полы моют,"здравствовать пятый этаж производиться работа начало прошлый неделя замена лампа соответственно весь пол штукатурка пол мыть 
"
3765,1112967,12.07.2021 12:32,b9db5385-fe1b-46d6-9868-ee5c7f6e5552,Добрый день. По вопросу Благоустройства дворовой территории. Письмо прилагается.,Благоустройство,Общие вопросы,добрый день по вопросу благоустройства дворовой территории письмо прилагается ,добр ден вопрос благоустройств дворов территор письм прилага,добрый день вопросу благоустройства дворовой территории письмо прилагается,"добрый день вопрос благоустройство дворовый территория письмо прилагаться 
"
3766,1113024,21.07.2021 17:16,269dc921-ff19-4640-8910-ceba3842b120,Рябикова 134 кв 5 не течет горячая вода на кухне,Благоустройство,Общие вопросы,рябикова кв не течет горячая вода на кухне,рябиков кв течет горяч вод кухн,рябикова кв течет горячая вода кухне,"рябиков кв течь горячий вода кухня 
"
3767,1113025,22.07.2021 14:30,4ef31f78-5d59-44e1-91a8-60acd58a6b35,"С 16.07.2020  и по сегодняшний день нет горячей воды. Из крана с горячей водой течёт холодная вода. В течение 3 месяцев 5 раз отключали горячую воду и после этого всегда неделю из крана с горячей водой течёт холодная. Прошу скорее разобраться в сложившейся ситуации, иначе вынуждена буду писать обращение в прокуратуру.",Благоустройство,Общие вопросы,с и по сегодняшний день нет горячей воды из крана с горячей водой течёт холодная вода в течение месяцев раз отключали горячую воду и после этого всегда неделю из крана с горячей водой течёт холодная прошу скорее разобраться в сложившейся ситуации иначе вынуждена буду писать обращение в прокуратуру ,сегодняшн ден горяч вод кран горяч вод течет холодн вод течен месяц отключа горяч вод недел кран горяч вод течет холодн прош скор разобра слож ситуац инач вынужд буд писа обращен прокуратур,сегодняшний день горячей воды крана горячей водой течёт холодная вода течение месяцев отключали горячую воду неделю крана горячей водой течёт холодная прошу скорее разобраться сложившейся ситуации иначе вынуждена буду писать обращение прокуратуру,"сегодняшний день горячий вода кран горячий вода течь холодный вода течение месяц отключать горячий вода неделя кран горячий вода течь холодный просить скоро разбираться складываться ситуация иначе вынуждать писать обращение прокуратура 
"
